Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Store_ID,Channel,Courier,Payment_Method,Qty,Unit_Price,Discount_Rate,Delivery_Status
TRX-00006,2023-08-26,2023-08-26,CUST-086,PRD-HOME-005,STR-08,Offline Store,Store Pickup,Credit Card,4,290000,0.05,On-Time
TRX-00010,2023-08-27,2023-08-27,CUST-054,PRD-ELEC-002,STR-10,Offline Store,Store Pickup,QRIS,1,550000,0.0,On-Time
TRX-00061,2023-08-27,2023-08-27,CUST-037,PRD-BEAU-004,STR-10,Offline Store,Store Pickup,GoPay,1,160000,0.0,On-Time
TRX-00626,2023-08-27,2023-08-29,CUST-067,PRD-ELEC-003,STR-01,Tokopedia,SiCepat,QRIS,1,280000,0.05,On-Time
TRX-00148,2023-08-28,2023-08-30,CUST-071,PRD-ELEC-005,STR-11,Shopee,SiCepat,Cash,2,320000,0.0,On-Time
TRX-00032,2023-08-29,2023-08-30,CUST-062,PRD-HOME-003,STR-06,Tokopedia,J&T Express,ShopeePay,1,260000,0.15,On-Time
TRX-00295,2023-08-30,2023-08-30,CUST-047,PRD-HOME-001,STR-01,Offline Store,Store Pickup,Credit Card,3,220000,0.0,On-Time
TRX-00512,2023-08-31,2023-09-02,CUST-050,PRD-BEAU-004,STR-04,Tokopedia,SiCepat,BCA Virtual Account,4,160000,0.15,On-Time
TRX-00515,2023-09-01,2023-09-02,CUST-089,PRD-BEAU-002,STR-15,Tokopedia,SiCepat,Cash,1,110000,0.1,On-Time
TRX-00175,2023-09-03,2023-09-04,CUST-045,PRD-HOME-006,STR-15,Tokopedia,SiCepat,ShopeePay,3,175000,0.1,On-Time
TRX-00410,2023-09-03,2023-09-06,CUST-075,PRD-BEAU-001,STR-06,TikTok Shop,JNE,ShopeePay,3,135000,0.05,On-Time
TRX-00501,2023-09-04,2023-09-05,CUST-070,PRD-FASH-002,STR-15,Shopee,JNE,Cash,2,270000,0.0,On-Time
TRX-00049,2023-09-05,2023-09-06,CUST-061,PRD-FASH-002,STR-15,Tokopedia,SiCepat,BCA Virtual Account,1,270000,0.0,On-Time
TRX-00405,2023-09-05,2023-09-06,CUST-066,PRD-FNB-001,STR-04,TikTok Shop,J&T Express,Credit Card,3,125000,0.0,On-Time
TRX-00446,2023-09-05,2023-09-06,CUST-046,PRD-ELEC-002,STR-15,Tokopedia,J&T Express,Cash,1,550000,0.0,On-Time
TRX-00047,2023-09-06,2023-09-08,CUST-016,PRD-ELEC-001,STR-15,Tokopedia,SiCepat,BCA Virtual Account,4,750000,0.05,On-Time
TRX-00117,2023-09-06,2023-09-08,CUST-025,PRD-FASH-002,STR-04,Tokopedia,JNE,QRIS,4,270000,0.0,On-Time
TRX-00353,2023-09-06,2023-09-08,CUST-098,PRD-HOME-005,STR-15,Shopee,JNE,Mandiri Virtual Account,3,290000,0.1,On-Time
TRX-00518,2023-09-06,2023-09-07,CUST-091,PRD-HOME-003,STR-15,Shopee,JNE,ShopeePay,1,260000,0.0,On-Time
TRX-00552,2023-09-06,2023-09-06,CUST-077,PRD-HOME-006,STR-09,Offline Store,Store Pickup,QRIS,1,175000,0.0,On-Time
TRX-00057,2023-09-07,2023-09-08,CUST-070,PRD-ELEC-002,STR-15,TikTok Shop,J&T Express,BCA Virtual Account,2,550000,0.0,On-Time
TRX-00608,2023-09-07,2023-09-09,CUST-004,PRD-ELEC-003,STR-15,Shopee,SiCepat,Mandiri Virtual Account,1,280000,0.0,On-Time
TRX-00373,2023-09-08,2023-09-09,CUST-098,PRD-FNB-001,STR-15,TikTok Shop,Instant Courier,BCA Virtual Account,1,125000,0.05,On-Time
TRX-00043,2023-09-09,2023-09-11,CUST-012,PRD-HOME-004,STR-06,TikTok Shop,JNE,GoPay,1,350000,0.0,On-Time
TRX-00395,2023-09-09,2023-09-12,CUST-042,PRD-FASH-002,STR-15,Shopee,JNE,BCA Virtual Account,1,270000,0.0,On-Time
TRX-00065,2023-09-12,2023-09-14,CUST-037,PRD-FNB-001,STR-01,Shopee,SiCepat,QRIS,2,125000,0.05,On-Time
TRX-00585,2023-09-12,2023-09-17,CUST-067,PRD-BEAU-006,STR-01,Tokopedia,SiCepat,BCA Virtual Account,2,95000,0.0,Late Delivery
TRX-00225,2023-09-13,2023-09-13,CUST-056,PRD-BEAU-003,STR-02,Offline Store,Store Pickup,Credit Card,8,85000,0.0,On-Time
TRX-00284,2023-09-13,2023-09-14,CUST-082,PRD-BEAU-002,STR-15,Tokopedia,JNE,Cash,1,110000,0.1,On-Time
TRX-00068,2023-09-14,2023-09-14,CUST-035,PRD-FNB-003,STR-08,Offline Store,Store Pickup,Cash,3,115000,0.0,On-Time
TRX-00230,2023-09-14,2023-09-14,CUST-096,PRD-FASH-006,STR-06,Offline Store,Store Pickup,Credit Card,1,450000,0.0,On-Time
TRX-00596,2023-09-14,2023-09-14,CUST-020,PRD-FASH-001,STR-05,Offline Store,Store Pickup,Cash,1,240000,0.0,On-Time
TRX-00083,2023-09-15,2023-09-15,CUST-029,PRD-BEAU-002,STR-09,Offline Store,Store Pickup,GoPay,1,110000,0.1,On-Time
TRX-00007,2023-09-16,2023-09-18,CUST-055,PRD-FNB-003,STR-06,Tokopedia,JNE,Cash,3,115000,0.0,On-Time
TRX-00108,2023-09-17,2023-09-22,CUST-010,PRD-FASH-004,STR-15,Shopee,SiCepat,BCA Virtual Account,1,160000,0.0,Late Delivery
TRX-00167,2023-09-17,2023-09-18,CUST-066,PRD-HOME-006,STR-15,Shopee,JNE,ShopeePay,1,175000,0.05,On-Time
TRX-00283,2023-09-18,2023-09-19,CUST-025,PRD-BEAU-006,STR-04,Official Website,J&T Express,Mandiri Virtual Account,1,95000,0.05,On-Time
TRX-00609,2023-09-18,2023-09-20,CUST-014,PRD-HOME-001,STR-01,Shopee,SiCepat,ShopeePay,2,220000,0.1,On-Time
TRX-00194,2023-09-19,2023-09-21,CUST-058,PRD-FNB-002,STR-15,Shopee,SiCepat,GoPay,1,90000,0.0,On-Time
TRX-00385,2023-09-19,2023-09-20,CUST-010,PRD-BEAU-006,STR-15,TikTok Shop,Instant Courier,BCA Virtual Account,2,95000,0.15,On-Time
TRX-00098,2023-09-20,2023-09-21,CUST-015,PRD-FASH-006,STR-15,TikTok Shop,SiCepat,ShopeePay,1,450000,0.0,On-Time
TRX-00045,2023-09-21,2023-09-23,CUST-001,PRD-BEAU-004,STR-15,Shopee,JNE,QRIS,8,160000,0.0,On-Time
TRX-00187,2023-09-21,2023-09-21,CUST-042,PRD-ELEC-003,STR-08,Offline Store,Store Pickup,GoPay,1,280000,0.0,On-Time
TRX-00267,2023-09-21,2023-09-24,CUST-087,PRD-FNB-003,STR-11,Official Website,Instant Courier,Mandiri Virtual Account,1,115000,0.15,On-Time
TRX-00649,2023-09-21,2023-09-21,CUST-091,PRD-FNB-001,STR-13,Offline Store,Store Pickup,Cash,1,125000,0.0,On-Time
TRX-00123,2023-09-22,2023-09-23,CUST-016,PRD-FASH-004,STR-15,Shopee,AnterAja,Mandiri Virtual Account,1,160000,0.0,On-Time
TRX-00568,2023-09-22,2023-09-23,CUST-098,PRD-BEAU-003,STR-06,Shopee,SiCepat,Mandiri Virtual Account,4,85000,0.0,On-Time
TRX-00472,2023-09-23,2023-09-25,CUST-002,PRD-BEAU-006,STR-04,Shopee,SiCepat,GoPay,2,95000,0.15,On-Time
TRX-00527,2023-09-23,2023-09-25,CUST-013,PRD-ELEC-004,STR-15,Tokopedia,J&T Express,Mandiri Virtual Account,2,1100000,0.0,On-Time
TRX-00346,2023-09-24,2023-09-25,CUST-059,PRD-FNB-006,STR-15,TikTok Shop,JNE,Mandiri Virtual Account,3,80000,0.1,On-Time
TRX-00462,2023-09-24,2023-09-24,CUST-001,PRD-HOME-001,STR-07,Offline Store,Store Pickup,GoPay,7,220000,0.0,On-Time
TRX-00469,2023-09-24,2023-09-25,CUST-037,PRD-BEAU-005,STR-15,Official Website,JNE,Cash,4,125000,0.0,On-Time
TRX-00640,2023-09-24,2023-09-25,CUST-044,PRD-BEAU-004,STR-01,Shopee,AnterAja,BCA Virtual Account,2,160000,0.0,On-Time
TRX-00342,2023-09-25,2023-09-26,CUST-054,PRD-HOME-006,STR-15,TikTok Shop,J&T Express,Cash,2,175000,0.15,On-Time
TRX-00383,2023-09-25,2023-09-29,CUST-026,PRD-FASH-006,STR-15,Tokopedia,J&T Express,GoPay,2,450000,0.0,Late Delivery
TRX-00401,2023-09-25,2023-09-26,CUST-048,PRD-BEAU-005,STR-06,Shopee,SiCepat,GoPay,1,125000,0.1,On-Time
TRX-00459,2023-09-25,2023-09-27,CUST-054,PRD-FASH-006,STR-11,Shopee,JNE,GoPay,3,450000,0.05,On-Time
TRX-00222,2023-09-26,2023-09-26,CUST-020,PRD-FASH-002,STR-05,Offline Store,Store Pickup,Cash,1,270000,0.0,On-Time
TRX-00354,2023-09-26,2023-09-27,CUST-073,PRD-ELEC-001,STR-15,Tokopedia,J&T Express,GoPay,1,750000,0.1,On-Time
TRX-00595,2023-09-26,2023-09-27,CUST-039,PRD-ELEC-006,STR-11,Official Website,JNE,ShopeePay,1,490000,0.1,On-Time
TRX-00641,2023-09-26,2023-09-27,CUST-014,PRD-BEAU-004,STR-15,Tokopedia,J&T Express,Credit Card,1,160000,0.0,On-Time
TRX-00118,2023-09-27,2023-09-30,CUST-005,PRD-BEAU-004,STR-15,Tokopedia,J&T Express,Cash,1,160000,0.1,On-Time
TRX-00374,2023-10-01,2023-10-03,CUST-026,PRD-BEAU-006,STR-06,Shopee,J&T Express,QRIS,1,95000,0.0,On-Time
TRX-00605,2023-10-01,2023-10-02,CUST-011,PRD-FNB-006,STR-06,Tokopedia,AnterAja,ShopeePay,2,80000,0.0,On-Time
TRX-00129,2023-10-02,2023-10-03,CUST-003,PRD-BEAU-003,STR-15,Tokopedia,SiCepat,ShopeePay,1,85000,0.0,On-Time
TRX-00162,2023-10-02,2023-10-03,CUST-002,PRD-FNB-004,STR-15,Tokopedia,JNE,BCA Virtual Account,1,170000,0.0,On-Time
TRX-00246,2023-10-02,2023-10-04,CUST-077,PRD-BEAU-003,STR-01,Tokopedia,J&T Express,Credit Card,3,85000,0.0,On-Time
TRX-00255,2023-10-02,2023-10-04,CUST-024,PRD-FASH-006,STR-06,Tokopedia,JNE,Credit Card,1,450000,0.0,On-Time
TRX-00012,2023-10-03,2023-10-04,CUST-096,PRD-BEAU-006,STR-15,Tokopedia,JNE,GoPay,1,95000,0.05,On-Time
TRX-00426,2023-10-03,2023-10-06,CUST-069,PRD-ELEC-001,STR-15,TikTok Shop,SiCepat,Mandiri Virtual Account,2,750000,0.0,On-Time
TRX-00427,2023-10-03,2023-10-04,CUST-090,PRD-FNB-005,STR-11,TikTok Shop,SiCepat,ShopeePay,4,140000,0.1,On-Time
TRX-00016,2023-10-04,2023-10-04,CUST-007,PRD-FASH-006,STR-01,Offline Store,Store Pickup,Cash,1,450000,0.0,On-Time
TRX-00203,2023-10-04,2023-10-06,CUST-028,PRD-FNB-001,STR-15,Shopee,AnterAja,GoPay,3,125000,0.0,On-Time
TRX-00229,2023-10-04,2023-10-04,CUST-043,PRD-HOME-001,STR-12,Offline Store,Store Pickup,BCA Virtual Account,2,220000,0.0,On-Time
TRX-00263,2023-10-05,2023-10-07,CUST-097,PRD-ELEC-002,STR-15,Tokopedia,SiCepat,Mandiri Virtual Account,2,550000,0.0,On-Time
TRX-00481,2023-10-05,2023-10-08,CUST-006,PRD-FNB-004,STR-11,Shopee,AnterAja,ShopeePay,1,170000,0.05,On-Time
TRX-00557,2023-10-05,2023-10-07,CUST-017,PRD-FASH-001,STR-15,TikTok Shop,J&T Express,Credit Card,2,240000,0.05,On-Time
TRX-00227,2023-10-06,2023-10-08,CUST-073,PRD-BEAU-004,STR-11,Shopee,SiCepat,QRIS,1,160000,0.15,On-Time
TRX-00155,2023-10-07,2023-10-07,CUST-038,PRD-BEAU-003,STR-11,Offline Store,Store Pickup,ShopeePay,4,85000,0.0,On-Time
TRX-00333,2023-10-07,2023-10-08,CUST-049,PRD-ELEC-004,STR-04,TikTok Shop,J&T Express,Cash,2,1100000,0.1,On-Time
TRX-00432,2023-10-07,2023-10-07,CUST-038,PRD-BEAU-003,STR-13,Offline Store,Store Pickup,Cash,1,85000,0.05,On-Time
TRX-00548,2023-10-07,2023-10-08,CUST-067,PRD-FNB-001,STR-15,Official Website,SiCepat,Credit Card,1,125000,0.0,On-Time
TRX-00028,2023-10-09,2023-10-10,CUST-043,PRD-FASH-006,STR-15,Tokopedia,J&T Express,Credit Card,2,450000,0.0,On-Time
TRX-00530,2023-10-09,2023-10-11,CUST-042,PRD-FNB-004,STR-04,Shopee,SiCepat,Mandiri Virtual Account,1,170000,0.1,On-Time
TRX-00582,2023-10-09,2023-10-11,CUST-009,PRD-FASH-004,STR-15,TikTok Shop,JNE,QRIS,5,160000,0.0,On-Time
TRX-00150,2023-10-10,2023-10-11,CUST-082,PRD-BEAU-001,STR-11,Shopee,J&T Express,Mandiri Virtual Account,1,135000,0.15,On-Time
TRX-00522,2023-10-10,2023-10-11,CUST-020,PRD-BEAU-002,STR-15,Shopee,SiCepat,Mandiri Virtual Account,1,110000,0.0,On-Time
TRX-00478,2023-10-11,2023-10-11,CUST-023,PRD-HOME-004,STR-05,Offline Store,Store Pickup,Mandiri Virtual Account,4,350000,0.0,On-Time
TRX-00092,2023-10-12,2023-10-12,CUST-048,PRD-ELEC-004,STR-14,Offline Store,Store Pickup,Credit Card,2,1100000,0.05,On-Time
TRX-00465,2023-10-12,2023-10-15,CUST-062,PRD-FASH-003,STR-15,Official Website,J&T Express,BCA Virtual Account,4,120000,0.05,On-Time
TRX-00534,2023-10-12,2023-10-15,CUST-074,PRD-FNB-006,STR-15,Shopee,J&T Express,Mandiri Virtual Account,1,80000,0.0,On-Time
TRX-00394,2023-10-13,2023-10-14,CUST-079,PRD-ELEC-002,STR-15,Shopee,JNE,Cash,1,550000,0.15,On-Time
TRX-00490,2023-10-13,2023-10-13,CUST-033,PRD-FASH-006,STR-10,Offline Store,Store Pickup,Mandiri Virtual Account,1,450000,0.0,On-Time
TRX-00528,2023-10-13,2023-10-15,CUST-096,PRD-HOME-006,STR-15,TikTok Shop,JNE,BCA Virtual Account,1,175000,0.0,On-Time
TRX-00362,2023-10-15,2023-10-16,CUST-083,PRD-BEAU-002,STR-15,TikTok Shop,JNE,GoPay,6,110000,0.0,On-Time
TRX-00322,2023-10-16,2023-10-17,CUST-025,PRD-FNB-003,STR-15,Shopee,JNE,Mandiri Virtual Account,4,115000,0.1,On-Time
TRX-00021,2023-10-17,2023-10-18,CUST-006,PRD-FASH-006,STR-01,Tokopedia,J&T Express,ShopeePay,1,450000,0.05,On-Time
TRX-00574,2023-10-17,2023-10-18,CUST-085,PRD-FNB-004,STR-04,Tokopedia,JNE,Cash,1,170000,0.1,On-Time
TRX-00643,2023-10-17,2023-10-18,CUST-024,PRD-FNB-005,STR-01,Tokopedia,J&T Express,GoPay,1,140000,0.0,On-Time
TRX-00347,2023-10-18,2023-10-18,CUST-076,PRD-BEAU-001,STR-10,Offline Store,Store Pickup,Cash,2,135000,0.15,On-Time
TRX-00163,2023-10-19,2023-10-22,CUST-072,PRD-FASH-001,STR-15,Shopee,JNE,Credit Card,1,240000,0.0,On-Time
TRX-00285,2023-10-19,2023-10-21,CUST-054,PRD-FASH-006,STR-11,Shopee,J&T Express,BCA Virtual Account,1,450000,0.0,On-Time
TRX-00102,2023-10-21,2023-10-25,CUST-052,PRD-BEAU-005,STR-11,Shopee,J&T Express,ShopeePay,2,125000,0.0,Late Delivery
TRX-00420,2023-10-21,2023-10-23,CUST-071,PRD-FASH-006,STR-11,Shopee,JNE,Mandiri Virtual Account,1,450000,0.05,On-Time
TRX-00630,2023-10-21,2023-10-23,CUST-007,PRD-BEAU-004,STR-15,TikTok Shop,J&T Express,Cash,4,160000,0.1,On-Time
TRX-00042,2023-10-23,2023-10-25,CUST-006,PRD-FNB-001,STR-11,TikTok Shop,J&T Express,QRIS,2,125000,0.0,On-Time
TRX-00204,2023-10-23,2023-10-24,CUST-077,PRD-FNB-001,STR-15,Shopee,SiCepat,GoPay,2,125000,0.0,On-Time
TRX-00491,2023-10-23,2023-10-24,CUST-074,PRD-BEAU-003,STR-15,Official Website,SiCepat,QRIS,2,85000,0.0,On-Time
TRX-00169,2023-10-24,2023-10-27,CUST-074,PRD-FASH-002,STR-01,Tokopedia,SiCepat,Mandiri Virtual Account,2,270000,0.05,On-Time
TRX-00442,2023-10-24,2023-10-25,CUST-052,PRD-FNB-001,STR-15,TikTok Shop,Instant Courier,Cash,1,125000,0.15,On-Time
TRX-00581,2023-10-24,2023-10-26,CUST-047,PRD-FNB-006,STR-06,Shopee,AnterAja,Cash,1,80000,0.1,On-Time
TRX-00168,2023-10-26,2023-10-28,CUST-040,PRD-FNB-002,STR-15,TikTok Shop,J&T Express,Cash,3,90000,0.1,On-Time
TRX-00455,2023-10-26,2023-10-28,CUST-099,PRD-ELEC-006,STR-01,Tokopedia,AnterAja,BCA Virtual Account,2,490000,0.0,On-Time
TRX-00086,2023-10-27,2023-10-28,CUST-071,PRD-BEAU-005,STR-15,Shopee,SiCepat,QRIS,1,125000,0.2,On-Time
TRX-00430,2023-10-27,2023-10-29,CUST-006,PRD-BEAU-005,STR-15,Shopee,SiCepat,GoPay,2,125000,0.0,On-Time
TRX-00051,2023-10-28,2023-10-30,CUST-075,PRD-BEAU-004,STR-15,Shopee,SiCepat,ShopeePay,1,160000,0.0,On-Time
TRX-00075,2023-10-28,2023-11-01,CUST-096,PRD-BEAU-006,STR-15,Tokopedia,JNE,BCA Virtual Account,1,95000,0.0,Late Delivery
TRX-00090,2023-10-28,2023-10-31,CUST-072,PRD-HOME-006,STR-01,Shopee,SiCepat,QRIS,1,175000,0.0,On-Time
TRX-00210,2023-10-28,2023-10-28,CUST-093,PRD-BEAU-004,STR-06,Offline Store,Store Pickup,GoPay,1,160000,0.0,On-Time
TRX-00038,2023-10-29,2023-11-01,CUST-085,PRD-FNB-002,STR-01,Shopee,AnterAja,BCA Virtual Account,3,90000,0.0,On-Time
TRX-00265,2023-10-29,2023-11-01,CUST-089,PRD-FASH-006,STR-01,Shopee,SiCepat,Cash,3,450000,0.05,On-Time
TRX-00281,2023-10-29,2023-10-30,CUST-094,PRD-HOME-001,STR-15,Official Website,SiCepat,Credit Card,1,220000,0.0,On-Time
TRX-00328,2023-10-29,2023-10-31,CUST-023,PRD-HOME-001,STR-15,Tokopedia,J&T Express,Credit Card,4,220000,0.05,On-Time
TRX-00460,2023-10-29,2023-10-31,CUST-095,PRD-FNB-006,STR-15,TikTok Shop,J&T Express,Cash,8,80000,0.1,On-Time
TRX-00390,2023-10-30,2023-11-02,CUST-062,PRD-FNB-002,STR-04,TikTok Shop,SiCepat,Cash,1,90000,0.0,On-Time
TRX-00500,2023-10-30,2023-10-31,CUST-077,PRD-HOME-003,STR-15,TikTok Shop,SiCepat,GoPay,2,260000,0.05,On-Time
TRX-00610,2023-10-30,2023-10-30,CUST-053,PRD-FASH-002,STR-07,Offline Store,Store Pickup,BCA Virtual Account,2,270000,0.0,On-Time
TRX-00014,2023-10-31,2023-11-01,CUST-073,PRD-BEAU-004,STR-15,Tokopedia,J&T Express,Mandiri Virtual Account,1,160000,0.05,On-Time
TRX-00321,2023-10-31,2023-11-02,CUST-041,PRD-FNB-002,STR-04,TikTok Shop,JNE,Mandiri Virtual Account,2,90000,0.0,On-Time
TRX-00604,2023-10-31,2023-11-02,CUST-081,PRD-FNB-003,STR-15,TikTok Shop,AnterAja,QRIS,7,115000,0.05,On-Time
TRX-00345,2023-11-01,2023-11-02,CUST-034,PRD-FASH-005,STR-15,Tokopedia,JNE,GoPay,3,320000,0.15,On-Time
TRX-00356,2023-11-01,2023-11-02,CUST-058,PRD-ELEC-006,STR-15,TikTok Shop,AnterAja,Cash,4,490000,0.0,On-Time
TRX-00080,2023-11-02,2023-11-02,CUST-001,PRD-FASH-003,STR-09,Offline Store,Store Pickup,GoPay,8,120000,0.2,On-Time
TRX-00192,2023-11-02,2023-11-04,CUST-011,PRD-HOME-005,STR-15,Tokopedia,J&T Express,Credit Card,1,290000,0.05,On-Time
TRX-00613,2023-11-02,2023-11-03,CUST-060,PRD-FASH-005,STR-11,Tokopedia,J&T Express,Cash,1,320000,0.1,On-Time
TRX-00614,2023-11-02,2023-11-05,CUST-099,PRD-FNB-003,STR-15,TikTok Shop,AnterAja,Cash,1,115000,0.0,On-Time
TRX-00099,2023-11-03,2023-11-04,CUST-008,PRD-ELEC-001,STR-04,Official Website,J&T Express,ShopeePay,1,750000,0.15,On-Time
TRX-00282,2023-11-04,2023-11-05,CUST-093,PRD-BEAU-002,STR-06,Tokopedia,AnterAja,Credit Card,1,110000,0.15,On-Time
TRX-00364,2023-11-04,2023-11-07,CUST-052,PRD-BEAU-004,STR-15,Tokopedia,J&T Express,ShopeePay,1,160000,0.0,On-Time
TRX-00323,2023-11-05,2023-11-05,CUST-029,PRD-ELEC-001,STR-04,Offline Store,Store Pickup,Cash,1,750000,0.0,On-Time
TRX-00450,2023-11-06,2023-11-07,CUST-001,PRD-HOME-005,STR-15,Tokopedia,J&T Express,Mandiri Virtual Account,3,290000,0.0,On-Time
TRX-00166,2023-11-07,2023-11-08,CUST-066,PRD-ELEC-005,STR-11,Tokopedia,SiCepat,GoPay,1,320000,0.05,On-Time
TRX-00191,2023-11-07,2023-11-09,CUST-048,PRD-HOME-002,STR-06,Official Website,AnterAja,QRIS,2,195000,0.15,On-Time
TRX-00406,2023-11-07,2023-11-08,CUST-042,PRD-HOME-005,STR-01,TikTok Shop,J&T Express,GoPay,3,290000,0.0,On-Time
TRX-00593,2023-11-07,2023-11-09,CUST-050,PRD-ELEC-006,STR-15,Official Website,AnterAja,GoPay,6,490000,0.0,On-Time
TRX-00290,2023-11-08,2023-11-09,CUST-008,PRD-FASH-004,STR-15,Tokopedia,J&T Express,ShopeePay,2,160000,0.05,On-Time
TRX-00360,2023-11-08,2023-11-09,CUST-040,PRD-BEAU-005,STR-15,Shopee,JNE,ShopeePay,4,125000,0.05,On-Time
TRX-00402,2023-11-09,2023-11-10,CUST-026,PRD-FASH-001,STR-06,Tokopedia,J&T Express,Cash,1,240000,0.1,On-Time
TRX-00556,2023-11-10,2023-11-12,CUST-081,PRD-BEAU-004,STR-15,TikTok Shop,JNE,ShopeePay,3,160000,0.0,On-Time
TRX-00109,2023-11-11,2023-11-11,CUST-077,PRD-HOME-005,STR-12,Offline Store,Store Pickup,BCA Virtual Account,1,290000,0.05,On-Time
TRX-00231,2023-11-11,2023-11-12,CUST-077,PRD-HOME-001,STR-04,TikTok Shop,JNE,Credit Card,4,220000,0.0,On-Time
TRX-00413,2023-11-12,2023-11-14,CUST-087,PRD-BEAU-006,STR-15,TikTok Shop,JNE,QRIS,1,95000,0.0,On-Time
TRX-00526,2023-11-12,2023-11-12,CUST-035,PRD-HOME-005,STR-02,Offline Store,Store Pickup,Mandiri Virtual Account,2,290000,0.05,On-Time
TRX-00565,2023-11-12,2023-11-14,CUST-063,PRD-BEAU-005,STR-15,Tokopedia,J&T Express,ShopeePay,1,125000,0.0,On-Time
TRX-00398,2023-11-13,2023-11-16,CUST-082,PRD-FASH-004,STR-15,TikTok Shop,JNE,Cash,3,160000,0.05,On-Time
TRX-00480,2023-11-13,2023-11-14,CUST-046,PRD-ELEC-005,STR-11,Tokopedia,JNE,Cash,2,320000,0.0,On-Time
TRX-00239,2023-11-14,2023-11-16,CUST-049,PRD-FNB-002,STR-06,Shopee,SiCepat,GoPay,3,90000,0.0,On-Time
TRX-00578,2023-11-14,2023-11-15,CUST-081,PRD-HOME-006,STR-15,Tokopedia,SiCepat,Cash,8,175000,0.1,On-Time
TRX-00093,2023-11-15,2023-11-15,CUST-079,PRD-BEAU-004,STR-14,Offline Store,Store Pickup,QRIS,2,160000,0.0,On-Time
TRX-00119,2023-11-16,2023-11-17,CUST-022,PRD-BEAU-006,STR-15,TikTok Shop,JNE,QRIS,1,95000,0.0,On-Time
TRX-00516,2023-11-17,2023-11-18,CUST-008,PRD-ELEC-002,STR-15,Shopee,JNE,Credit Card,1,550000,0.0,On-Time
TRX-00554,2023-11-17,2023-11-18,CUST-039,PRD-FASH-002,STR-15,Tokopedia,J&T Express,Cash,4,270000,0.2,On-Time
TRX-00106,2023-11-18,2023-11-20,CUST-064,PRD-HOME-003,STR-11,Shopee,SiCepat,Credit Card,2,260000,0.1,On-Time
TRX-00280,2023-11-18,2023-11-19,CUST-096,PRD-ELEC-005,STR-15,Shopee,AnterAja,BCA Virtual Account,3,320000,0.05,On-Time
TRX-00488,2023-11-19,2023-11-20,CUST-067,PRD-HOME-006,STR-15,Shopee,SiCepat,QRIS,2,175000,0.1,On-Time
TRX-00372,2023-11-20,2023-11-22,CUST-023,PRD-FASH-005,STR-15,Shopee,SiCepat,Mandiri Virtual Account,7,320000,0.0,On-Time
TRX-00539,2023-11-20,2023-11-21,CUST-049,PRD-ELEC-002,STR-15,Shopee,JNE,BCA Virtual Account,1,550000,0.0,On-Time
TRX-00058,2023-11-21,2023-11-22,CUST-091,PRD-FNB-004,STR-15,Tokopedia,JNE,GoPay,1,170000,0.0,On-Time
TRX-00627,2023-11-21,2023-11-21,CUST-070,PRD-FNB-002,STR-09,Offline Store,Store Pickup,Cash,1,90000,0.05,On-Time
TRX-00271,2023-11-22,2023-11-23,CUST-086,PRD-BEAU-005,STR-15,Shopee,JNE,GoPay,1,125000,0.0,On-Time
TRX-00615,2023-11-22,2023-11-23,CUST-001,PRD-FNB-001,STR-15,Shopee,SiCepat,Mandiri Virtual Account,3,125000,0.05,On-Time
TRX-00008,2023-11-23,2023-11-24,CUST-036,PRD-FNB-001,STR-15,Tokopedia,SiCepat,GoPay,2,125000,0.0,On-Time
TRX-00072,2023-11-23,2023-11-25,CUST-048,PRD-ELEC-004,STR-11,TikTok Shop,JNE,QRIS,2,1100000,0.0,On-Time
TRX-00220,2023-11-23,2023-11-24,CUST-086,PRD-FNB-006,STR-15,Shopee,SiCepat,Credit Card,2,80000,0.0,On-Time
TRX-00366,2023-11-23,2023-11-25,CUST-061,PRD-FNB-006,STR-15,Shopee,SiCepat,GoPay,3,80000,0.0,On-Time
TRX-00638,2023-11-23,2023-11-23,CUST-046,PRD-FNB-004,STR-06,Offline Store,Store Pickup,GoPay,1,170000,0.15,On-Time
TRX-00062,2023-11-24,2023-11-25,CUST-055,PRD-BEAU-005,STR-15,Tokopedia,JNE,Credit Card,1,125000,0.1,On-Time
TRX-00253,2023-11-24,2023-11-24,CUST-085,PRD-HOME-002,STR-08,Offline Store,Store Pickup,Credit Card,1,195000,0.05,On-Time
TRX-00327,2023-11-24,2023-11-25,CUST-063,PRD-BEAU-003,STR-06,TikTok Shop,SiCepat,QRIS,1,85000,0.05,On-Time
TRX-00330,2023-11-24,2023-11-25,CUST-073,PRD-ELEC-004,STR-15,Official Website,Instant Courier,BCA Virtual Account,3,1100000,0.0,On-Time
TRX-00379,2023-11-24,2023-11-24,CUST-033,PRD-FNB-001,STR-11,Offline Store,Store Pickup,BCA Virtual Account,1,125000,0.0,On-Time
TRX-00493,2023-11-24,2023-11-24,CUST-044,PRD-HOME-002,STR-02,Offline Store,Store Pickup,BCA Virtual Account,2,195000,0.05,On-Time
TRX-00184,2023-11-25,2023-11-25,CUST-070,PRD-HOME-005,STR-08,Offline Store,Store Pickup,GoPay,1,290000,0.15,On-Time
TRX-00537,2023-11-25,2023-11-26,CUST-039,PRD-ELEC-002,STR-15,Tokopedia,SiCepat,Cash,2,550000,0.05,On-Time
